latitude,longitude,radius_searched,number_of_stops,number_of_bus_stops,number_of_metro_stops,google_maps_link,stop_name
40.685949,-73.915792,400.0,5,4,1,"https://www.google.com/maps/search/?api=1&query=40.685949,-73.915792",BROADWAY/HALSEY ST
40.677717,-73.898425,400.0,10,6,4,"https://www.google.com/maps/search/?api=1&query=40.677717,-73.898425",JAMAICA AV/FANCHON PL
40.677004,-73.900089,400.0,16,6,3,"https://www.google.com/maps/search/?api=1&query=40.677004,-73.900089",JAMAICA AV/BROADWAY
40.679287,-73.904103,400.0,10,5,5,"https://www.google.com/maps/search/?api=1&query=40.679287,-73.904103",BROADWAY/CONWAY ST
40.680135,-73.90557,400.0,10,5,5,"https://www.google.com/maps/search/?api=1&query=40.680135,-73.90557",BROADWAY/EASTERN PY
40.681143,-73.907315,400.0,9,4,5,"https://www.google.com/maps/search/?api=1&query=40.681143,-73.907315",BROADWAY/ABERDEEN ST
40.682028,-73.908833,400.0,6,3,3,"https://www.google.com/maps/search/?api=1&query=40.682028,-73.908833",BROADWAY/GRANITE ST
40.68289,-73.910345,400.0,6,4,2,"https://www.google.com/maps/search/?api=1&query=40.68289,-73.910345",BROADWAY/CHAUNCEY ST
40.683723,-73.911815,400.0,7,5,2,"https://www.google.com/maps/search/?api=1&query=40.683723,-73.911815",BROADWAY/COOPER ST
40.683212,-73.91117,400.0,6,4,2,"https://www.google.com/maps/search/?api=1&query=40.683212,-73.91117",BROADWAY/ROCKAWAY AV
40.682435,-73.909794,400.0,7,4,3,"https://www.google.com/maps/search/?api=1&query=40.682435,-73.909794",BROADWAY/CHAUNCEY ST
40.680211,-73.905914,400.0,10,5,5,"https://www.google.com/maps/search/?api=1&query=40.680211,-73.905914",BROADWAY/HULL ST
40.692479,-73.927904,400.0,7,6,1,"https://www.google.com/maps/search/?api=1&query=40.692479,-73.927904",PATCHEN AV/LAFAYETTE AV
40.691176,-73.925105,400.0,6,4,2,"https://www.google.com/maps/search/?api=1&query=40.691176,-73.925105",BROADWAY/GREENE AV
40.68432,-73.91312,400.0,7,5,2,"https://www.google.com/maps/search/?api=1&query=40.68432,-73.91312",BROADWAY/MAC DONOUGH ST
40.675687,-73.895992,400.0,10,6,4,"https://www.google.com/maps/search/?api=1&query=40.675687,-73.895992",ATLANTIC AV/NEW JERSEY AV
40.675826,-73.894488,400.0,8,4,4,"https://www.google.com/maps/search/?api=1&query=40.675826,-73.894488",ATLANTIC AV/VERMONT ST
40.676068,-73.892649,400.0,7,3,4,"https://www.google.com/maps/search/?api=1&query=40.676068,-73.892649",ATLANTIC AV/BRADFORD ST
40.676341,-73.890983,400.0,3,1,2,"https://www.google.com/maps/search/?api=1&query=40.676341,-73.890983",ATLANTIC AV/VAN SICLEN AV
40.676724,-73.889043,400.0,3,1,2,"https://www.google.com/maps/search/?api=1&query=40.676724,-73.889043",ATLANTIC AV/SCHENCK AV
40.677199,-73.886941,400.0,2,1,1,"https://www.google.com/maps/search/?api=1&query=40.677199,-73.886941",ATLANTIC AV/WARWICK ST
40.677921,-73.884203,400.0,2,1,1,"https://www.google.com/maps/search/?api=1&query=40.677921,-73.884203",ATLANTIC AV/ELTON ST
40.678466,-73.882396,400.0,3,1,2,"https://www.google.com/maps/search/?api=1&query=40.678466,-73.882396",ATLANTIC AV/ESSEX ST
40.678972,-73.880607,400.0,3,1,2,"https://www.google.com/maps/search/?api=1&query=40.678972,-73.880607",ATLANTIC AV/BERRIMAN ST
40.681649,-73.871202,400.0,4,2,2,"https://www.google.com/maps/search/?api=1&query=40.681649,-73.871202",ATLANTIC AV/CRESCENT ST
40.682165,-73.869391,400.0,4,2,2,"https://www.google.com/maps/search/?api=1&query=40.682165,-73.869391",ATLANTIC AV/AUTUMN AV
40.682663,-73.867653,400.0,2,2,0,"https://www.google.com/maps/search/?api=1&query=40.682663,-73.867653",ATLANTIC AV/SHERIDAN AV
40.682962,-73.867576,400.0,2,2,0,"https://www.google.com/maps/search/?api=1&query=40.682962,-73.867576",ATLANTIC AV/GRANT AV
40.688459,-73.920063,400.0,7,5,2,"https://www.google.com/maps/search/?api=1&query=40.688459,-73.920063",BROADWAY/MADISON ST
40.681721,-73.871923,400.0,4,2,2,"https://www.google.com/maps/search/?api=1&query=40.681721,-73.871923",ATLANTIC AV/CRESCENT ST
40.680004,-73.877966,400.0,3,1,2,"https://www.google.com/maps/search/?api=1&query=40.680004,-73.877966",ATLANTIC AV/LOGAN ST
40.679396,-73.880072,400.0,3,1,2,"https://www.google.com/maps/search/?api=1&query=40.679396,-73.880072",ATLANTIC AV/HALE AV
40.678877,-73.881905,400.0,3,1,2,"https://www.google.com/maps/search/?api=1&query=40.678877,-73.881905",ATLANTIC AV/SHEPHERD AV
40.678365,-73.88369,400.0,2,1,1,"https://www.google.com/maps/search/?api=1&query=40.678365,-73.88369",ATLANTIC AV/LINWOOD ST
40.677991,-73.885018,400.0,2,1,1,"https://www.google.com/maps/search/?api=1&query=40.677991,-73.885018",ATLANTIC AV/CLEVELAND ST
40.677397,-73.887257,400.0,3,1,2,"https://www.google.com/maps/search/?api=1&query=40.677397,-73.887257",ATLANTIC AV/WARWICK ST
40.677001,-73.889007,400.0,3,1,2,"https://www.google.com/maps/search/?api=1&query=40.677001,-73.889007",ATLANTIC AV/BARBEY ST
40.676651,-73.890777,400.0,3,1,2,"https://www.google.com/maps/search/?api=1&query=40.676651,-73.890777",ATLANTIC AV/HENDRIX ST
40.676321,-73.89258,400.0,8,4,4,"https://www.google.com/maps/search/?api=1&query=40.676321,-73.89258",ATLANTIC AV/MILLER AV
40.676166,-73.89369,400.0,8,4,4,"https://www.google.com/maps/search/?api=1&query=40.676166,-73.89369",ATLANTIC AV/WYONA ST
40.675852,-73.896631,400.0,10,6,4,"https://www.google.com/maps/search/?api=1&query=40.675852,-73.896631",ATLANTIC AV/PENNSYLVANIA AV
40.684603,-73.913292,400.0,7,5,2,"https://www.google.com/maps/search/?api=1&query=40.684603,-73.913292",BROADWAY/SCHAEFFER ST
40.685499,-73.91487,400.0,6,5,1,"https://www.google.com/maps/search/?api=1&query=40.685499,-73.91487",BROADWAY/ELDERT ST
40.687195,-73.917883,400.0,4,3,1,"https://www.google.com/maps/search/?api=1&query=40.687195,-73.917883",BROADWAY/JEFFERSON AV
40.689726,-73.922336,400.0,5,3,2,"https://www.google.com/maps/search/?api=1&query=40.689726,-73.922336",BROADWAY/GATES AV
40.690619,-73.923871,400.0,5,3,2,"https://www.google.com/maps/search/?api=1&query=40.690619,-73.923871",BROADWAY/GROVE ST
